Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,507,12,T:System.Windows.Controls.TextBox,,,,,this.PCPasswordVisible = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,504,12,T:System.Windows.Controls.PasswordBox,,,,,this.PCPassword = ((System.Windows.Controls.PasswordBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,498,12,T:System.Windows.Controls.Button,,,,,this.TogglePasswordButton.Click += new System.Windows.RoutedEventHandler(this.TogglePassword_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,498,12,T:System.Windows.RoutedEventHandler,,,,,this.TogglePasswordButton.Click += new System.Windows.RoutedEventHandler(this.TogglePassword_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,498,12,T:System.Windows.RoutedEventHandler,,,,,this.TogglePasswordButton.Click += new System.Windows.RoutedEventHandler(this.TogglePassword_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,498,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.TogglePasswordButton.Click += new System.Windows.RoutedEventHandler(this.TogglePassword_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,495,12,T:System.Windows.Controls.Button,,,,,this.TogglePasswordButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,492,12,T:System.Windows.Controls.TextBox,,,,,this.PCUserName = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,489,12,T:System.Windows.Controls.CheckBox,,,,,this.UseTokenForAuthentication = ((System.Windows.Controls.CheckBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,486,12,T:System.Windows.Controls.TextBox,,,,,this.PCServerURL = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,483,12,T:System.Windows.Controls.RichTextBox,,,,,this.OutputTextBox = ((System.Windows.Controls.RichTextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,477,12,T:System.Windows.Controls.Button,,,,,this.ClearOutputButton.Click += new System.Windows.RoutedEventHandler(this.ClearOutput_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,477,12,T:System.Windows.RoutedEventHandler,,,,,this.ClearOutputButton.Click += new System.Windows.RoutedEventHandler(this.ClearOutput_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,477,12,T:System.Windows.RoutedEventHandler,,,,,this.ClearOutputButton.Click += new System.Windows.RoutedEventHandler(this.ClearOutput_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,477,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.ClearOutputButton.Click += new System.Windows.RoutedEventHandler(this.ClearOutput_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,474,12,T:System.Windows.Controls.Button,,,,,this.ClearOutputButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,468,12,T:System.Windows.Controls.Button,,,,,this.CloseButton.Click += new System.Windows.RoutedEventHandler(this.Close_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,468,12,T:System.Windows.RoutedEventHandler,,,,,this.CloseButton.Click += new System.Windows.RoutedEventHandler(this.Close_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,468,12,T:System.Windows.RoutedEventHandler,,,,,this.CloseButton.Click += new System.Windows.RoutedEventHandler(this.Close_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,468,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.CloseButton.Click += new System.Windows.RoutedEventHandler(this.Close_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,465,12,T:System.Windows.Controls.Button,,,,,this.CloseButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,459,12,T:System.Windows.Controls.Button,,,,,this.StopButton.Click += new System.Windows.RoutedEventHandler(this.Stop_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,459,12,T:System.Windows.RoutedEventHandler,,,,,this.StopButton.Click += new System.Windows.RoutedEventHandler(this.Stop_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,459,12,T:System.Windows.RoutedEventHandler,,,,,this.StopButton.Click += new System.Windows.RoutedEventHandler(this.Stop_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,459,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.StopButton.Click += new System.Windows.RoutedEventHandler(this.Stop_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,456,12,T:System.Windows.Controls.Button,,,,,this.StopButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,450,12,T:System.Windows.Controls.Button,,,,,this.RunButton.Click += new System.Windows.RoutedEventHandler(this.Run_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,450,12,T:System.Windows.RoutedEventHandler,,,,,this.RunButton.Click += new System.Windows.RoutedEventHandler(this.Run_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,450,12,T:System.Windows.RoutedEventHandler,,,,,this.RunButton.Click += new System.Windows.RoutedEventHandler(this.Run_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,450,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.RunButton.Click += new System.Windows.RoutedEventHandler(this.Run_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,447,12,T:System.Windows.Controls.Button,,,,,this.RunButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,441,12,T:System.Windows.Controls.Button,,,,,this.TestConnectionButton.Click += new System.Windows.RoutedEventHandler(this.TestConnection_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,441,12,T:System.Windows.RoutedEventHandler,,,,,this.TestConnectionButton.Click += new System.Windows.RoutedEventHandler(this.TestConnection_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,441,12,T:System.Windows.RoutedEventHandler,,,,,this.TestConnectionButton.Click += new System.Windows.RoutedEventHandler(this.TestConnection_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,441,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.TestConnectionButton.Click += new System.Windows.RoutedEventHandler(this.TestConnection_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,438,12,T:System.Windows.Controls.Button,,,,,this.TestConnectionButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,432,12,T:System.Windows.Controls.Button,,,,,this.SaveConfigButton.Click += new System.Windows.RoutedEventHandler(this.SaveConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,432,12,T:System.Windows.RoutedEventHandler,,,,,this.SaveConfigButton.Click += new System.Windows.RoutedEventHandler(this.SaveConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,432,12,T:System.Windows.RoutedEventHandler,,,,,this.SaveConfigButton.Click += new System.Windows.RoutedEventHandler(this.SaveConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,432,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.SaveConfigButton.Click += new System.Windows.RoutedEventHandler(this.SaveConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,429,12,T:System.Windows.Controls.Button,,,,,this.SaveConfigButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,423,12,T:System.Windows.Controls.Button,,,,,this.LoadConfigButton.Click += new System.Windows.RoutedEventHandler(this.LoadConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,423,12,T:System.Windows.RoutedEventHandler,,,,,this.LoadConfigButton.Click += new System.Windows.RoutedEventHandler(this.LoadConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,423,12,T:System.Windows.RoutedEventHandler,,,,,this.LoadConfigButton.Click += new System.Windows.RoutedEventHandler(this.LoadConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,423,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,this.LoadConfigButton.Click += new System.Windows.RoutedEventHandler(this.LoadConfig_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,420,12,T:System.Windows.Controls.Button,,,,,this.LoadConfigButton = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,417,12,T:System.Windows.Controls.TextBlock,,,,,this.StatusText = ((System.Windows.Controls.TextBlock)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,411,12,E:System.Windows.Window.Closing,,,,,((PluginsUI.MainWindow)(target)).Closing += new System.ComponentModel.CancelEventHandler(this.Window_Closing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,393,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,393,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,390,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/PluginsUI;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,390,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/PluginsUI;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,373,49,T:System.Windows.Controls.TextBox,,,,,DescriptionText
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,365,49,T:System.Windows.Controls.TextBox,,,,,NodeDistPath
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,357,48,T:System.Windows.Controls.Button,,,,,DetectNodeDistButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,349,49,T:System.Windows.Controls.TextBox,,,,,ArtifactsDirectory
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,341,49,T:System.Windows.Controls.TextBox,,,,,TimeslotRepeatAttempts
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,333,49,T:System.Windows.Controls.TextBox,,,,,TimeslotRepeatDelay
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,325,53,T:System.Windows.Controls.RadioButton,,,,,RepeatWithParameters
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,317,53,T:System.Windows.Controls.RadioButton,,,,,DoNotRepeat
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,309,52,T:System.Windows.Controls.StackPanel,,,,,TimeslotCreationFailure
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,301,50,T:System.Windows.Controls.CheckBox,,,,,UseSLAStatus
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,293,50,T:System.Windows.Controls.CheckBox,,,,,UseVUDs
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,285,49,T:System.Windows.Controls.TextBox,,,,,TimeslotDurationMinutes
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,277,49,T:System.Windows.Controls.TextBox,,,,,TrendReportID
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,269,53,T:System.Windows.Controls.RadioButton,,,,,UseTrendReportID
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,261,53,T:System.Windows.Controls.RadioButton,,,,,AssociatedTrend
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,253,53,T:System.Windows.Controls.RadioButton,,,,,DoNotTrend
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,245,52,T:System.Windows.Controls.StackPanel,,,,,TrendingGroup
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,237,50,T:System.Windows.Controls.ComboBox,,,,,PostRunAction
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,229,53,T:System.Windows.Controls.PasswordBox,,,,,ProxyPassword
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,221,49,T:System.Windows.Controls.TextBox,,,,,ProxyUserName
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,213,49,T:System.Windows.Controls.TextBox,,,,,ProxyURL
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,205,49,T:System.Windows.Controls.TextBox,,,,,TestInstanceID
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,197,53,T:System.Windows.Controls.RadioButton,,,,,SpecifyTestInstance
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,189,53,T:System.Windows.Controls.RadioButton,,,,,AutoTestInstance
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,181,49,T:System.Windows.Controls.TextBox,,,,,TestID
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,173,49,T:System.Windows.Controls.TextBox,,,,,Project
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,165,49,T:System.Windows.Controls.TextBox,,,,,Domain
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,157,49,T:System.Windows.Controls.TextBox,,,,,PCPasswordVisible
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,149,53,T:System.Windows.Controls.PasswordBox,,,,,PCPassword
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,141,48,T:System.Windows.Controls.Button,,,,,TogglePasswordButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,133,49,T:System.Windows.Controls.TextBox,,,,,PCUserName
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,125,50,T:System.Windows.Controls.CheckBox,,,,,UseTokenForAuthentication
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,117,49,T:System.Windows.Controls.TextBox,,,,,PCServerURL
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,109,53,T:System.Windows.Controls.RichTextBox,,,,,OutputTextBox
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,101,48,T:System.Windows.Controls.Button,,,,,ClearOutputButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,93,48,T:System.Windows.Controls.Button,,,,,CloseButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,85,48,T:System.Windows.Controls.Button,,,,,StopButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,77,48,T:System.Windows.Controls.Button,,,,,RunButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,69,48,T:System.Windows.Controls.Button,,,,,TestConnectionButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,61,48,T:System.Windows.Controls.Button,,,,,SaveConfigButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,53,48,T:System.Windows.Controls.Button,,,,,LoadConfigButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\obj\Release\net8.0-windows\MainWindow.g.i.cs,45,51,T:System.Windows.Controls.TextBlock,,,,,StatusText
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,491,8,T:System.Windows.Controls.TextBlock,,,,,"SetStatus(running ? ""Running test…"" : StatusText.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,491,8,P:System.Windows.Controls.TextBlock.Text,,,,,"SetStatus(running ? ""Running test…"" : StatusText.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,490,8,T:System.Windows.Controls.Button,,,,,LoadConfigButton.IsEnabled     = !running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,490,8,P:System.Windows.UIElement.IsEnabled,,,,,LoadConfigButton.IsEnabled     = !running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,489,8,T:System.Windows.Controls.Button,,,,,TestConnectionButton.IsEnabled = !running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,489,8,P:System.Windows.UIElement.IsEnabled,,,,,TestConnectionButton.IsEnabled = !running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,488,8,T:System.Windows.Controls.Button,,,,,StopButton.IsEnabled           =  running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,488,8,P:System.Windows.UIElement.IsEnabled,,,,,StopButton.IsEnabled           =  running;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PluginsUI\PluginsUI.csproj,File,PluginsUI\MainWindow.xaml.cs,487,8,T:System.Windows.Controls.Button,,,,,RunButton.IsEnabled            = !running;
